incident_number,highest_offense_description,family_violence,occurred_date,zip_code,council_district,census_tract,clearance_status,category_description
2010300407,CRIMINAL MISCHIEF,N,01/30/2010,78704,9,13.05,N,NA
20185032211,THEFT OF BICYCLE,N,08/18/2018,78704,5,13.03,N,Theft
20193151683,FAMILY DISTURBANCE,N,11/11/2019,78745,2,NA,NA,NA
20183481344,WARRANT ARREST NON TRAFFIC,N,12/14/2018,78745,5,17.13,C,NA
2010580050,WARRANT ARREST NON TRAFFIC,N,02/27/2010,78701,9,NA,NA,NA
20123340920,BURGLARY OF VEHICLE,N,11/29/2012,78744,2,NA,N,Theft
20081731213,CRIMINAL MISCHIEF,N,06/21/2008,78701,9,11,NA,NA
2004611434,FAILURE TO IDENTIFY,N,03/01/2004,78753,4,18.06,C,NA
2008340172,CRIMINAL TRESPASS,N,02/03/2008,78757,7,18.18,C,NA
20045040716,TERRORISTIC THREAT,N,08/22/2004,78752,4,18,NA,NA
20133581092,DISTURBANCE - OTHER,N,12/24/2013,78723,1,NA,N,NA
20185040232,BURGLARY OF VEHICLE,N,10/08/2018,78753,7,NA,N,Theft
2014840361,FAMILY DISTURBANCE,N,03/25/2014,78749,8,17.77,N,NA
2019600320,CRIMINAL TRESPASS,N,03/01/2019,78741,3,23.18,C,NA
20141771476,VIOL STATE LAW - OTHER,N,06/26/2014,78753,7,18.39,C,NA
20175018126,CRIMINAL MISCHIEF,N,04/25/2017,78705,9,6,N,NA
20081252032,ASSAULT BY CONTACT FAM/DATING,Y,05/04/2008,78726,6,17.14,O,NA
20181480086,ASSAULT W/INJURY-FAM/DATE VIOL,Y,05/28/2018,78717,6,205.08,C,NA
20112602041,ASSAULT W/INJURY-FAM/DATE VIOL,Y,09/17/2011,78744,2,NA,NA,NA
201930141,BURGLARY OF RESIDENCE,N,01/03/2019,78746,8,19.1,N,Burglary
2016380614,ASSAULT WITH INJURY,N,02/07/2016,78723,4,21.05,N,NA
20096901544,DEL CONTROLLED SUB/SYN NARC,N,02/06/2009,78701,9,NA,C,NA
20115033232,HARASSMENT,N,02/25/2011,78705,9,5,N,NA
20142061848,INJURY TO CHILD (CARE/CUSTODY),N,07/26/2014,78741,3,23.18,O,NA
20202760084,DWI,N,10/02/2020,78749,8,NA,C,NA
20055062980,IDENTITY THEFT,N,07/07/2005,78759,7,17.54,NA,NA
20201280656,ASSAULT WITH INJURY,N,05/07/2020,78704,3,23,C,NA
2017711636,BURGLARY OF VEHICLE,N,03/12/2017,78702,3,9.02,N,Theft
20035014181,BURGLARY OF VEHICLE,N,09/28/2003,78746,8,19.17,NA,Theft
20051460248,DISTURBANCE - OTHER,N,05/26/2005,78752,4,15,NA,NA
20065032837,HARASSMENT,N,06/24/2006,78727,6,17.85,NA,NA
2011841016,TERRORISTIC THREAT,N,03/25/2011,78744,2,24.27,N,NA
20201650208,FAMILY DISTURBANCE,N,06/13/2020,78739,8,NA,NA,NA
20045009202,THEFT,N,02/26/2004,78613,6,203.18,NA,Theft
20155028151,THEFT,N,06/29/2015,78758,7,18.49,N,Theft
20065060085,THEFT OF LICENSE PLATE,N,11/06/2006,78757,7,18.18,NA,Theft
20045038907,BURGLARY OF RESIDENCE,N,08/13/2004,78704,9,13,N,Burglary
2013971018,RESISTING ARREST OR SEARCH,N,04/07/2013,78748,5,24.21,C,NA
20045005300,HARASSMENT,N,02/03/2004,78725,1,NA,NA,NA
20172891205,RUNAWAY CHILD,N,10/16/2017,78758,4,NA,N,NA
2004551554,POSS OF DRUG PARAPHERNALIA,N,02/24/2004,78753,4,NA,C,NA
20111380916,THEFT BY SHOPLIFTING,N,05/18/2011,78758,7,18.49,N,Theft
20122450230,FAMILY DISTURBANCE,N,09/01/2012,78704,9,14.01,NA,NA
20085051221,BURGLARY OF RESIDENCE,N,09/24/2008,78741,3,23.12,NA,Burglary
20181802081,FAMILY DISTURBANCE,N,06/29/2018,78752,4,NA,NA,NA
2007420834,ASSAULT W/INJURY-FAM/DATE VIOL,Y,02/11/2007,78745,2,24.24,O,NA
20205030596,SUSPICIOUS PERSON,N,08/07/2020,78744,2,NA,N,NA
20091822223,DWI,N,07/01/2009,78741,3,23.12,C,NA
20062042064,THEFT BY SHOPLIFTING,N,07/23/2006,78701,9,11,NA,Theft
20175008249,THEFT OF BICYCLE,N,02/26/2017,78741,3,23.13,N,Theft
20082221639,CUSTODY ARREST TRAFFIC WARR,N,08/09/2008,78759,6,18.28,C,NA
20055060422,BURGLARY OF VEHICLE,N,11/22/2005,78741,3,23.16,NA,Theft
20215012327,THEFT,N,03/28/2021,78723,1,21.12,N,Theft
20095012679,THEFT,N,03/05/2009,78741,3,NA,N,Theft
20085030581,THEFT,N,06/13/2008,78745,2,24.22,NA,Theft
20095016450,VIOL OF PROTECTIVE ORDER,N,03/24/2009,78748,5,17.74,C,NA
2006111930,CUSTODY ARREST TRAFFIC WARR,N,01/11/2006,78729,6,NA,NA,NA
20142580801,POSS OF DRUG PARAPHERNALIA,N,09/15/2014,78741,3,23.15,C,NA
20152520972,THEFT BY SHOPLIFTING,N,09/09/2015,78753,4,18.13,C,Theft
20125005994,THEFT,N,02/08/2012,78741,3,23.15,N,Theft
20102561613,ASSAULT W/INJURY-FAM/DATE VIOL,Y,09/13/2010,78727,7,18.47,C,NA
20045040639,ESCAPE FROM CUSTODY,N,08/24/2004,78617,2,NA,NA,NA
20045000012,BURGLARY OF RESIDENCE,N,12/31/2003,78705,9,2.04,NA,Burglary
20145038566,THEFT,N,08/30/2014,78741,3,23.16,N,Theft
20192472059,CUSTODY ARREST TRAFFIC WARR,N,09/04/2019,78721,3,21.11,C,NA
20045049867,THEFT OF TRAILER,N,10/14/2004,78729,6,NA,NA,Theft
20106900072,DEL CONTROLLED SUB/NARCOTIC,N,02/05/2010,78752,4,18.12,C,NA
20085040497,IDENTITY THEFT,N,06/09/2008,78758,7,18.5,NA,NA
20105044203,PROTECTIVE ORDER,N,08/20/2010,78753,7,NA,NA,NA
20105002260,THEFT,N,01/14/2010,78748,5,NA,N,Theft
20101171947,DISTURBANCE - OTHER,N,04/27/2010,78727,7,18.48,NA,NA
20105002870,BURGLARY OF VEHICLE,N,01/17/2010,78749,8,NA,N,Theft
20095039515,BURGLARY OF RESIDENCE,N,07/13/2009,78745,2,24.22,N,Burglary
20081062098,AUTO THEFT,N,04/15/2008,78753,4,NA,NA,Auto Theft
20141680830,FAMILY DISTURBANCE,N,06/17/2014,78753,1,18.32,NA,NA
2006470538,VOCO - ALCOHOL  CONSUMPTION,N,02/16/2006,78702,3,NA,C,NA
20102771553,VIOL OF COURT ORDER-NON EPO-PO,N,10/04/2010,78744,2,24.29,N,NA
20093140518,SUSPICIOUS PERSON,N,11/10/2009,78746,10,19.12,NA,NA
20091912848,FAMILY DISTURBANCE,N,07/10/2009,78753,4,NA,C,NA
20073070003,STALKING,N,11/03/2007,78703,10,16.02,C,NA
20181001791,VIOL STATE LAW - OTHER,N,04/10/2018,78719,2,9800,O,NA
20202371282,CRIMINAL MISCHIEF,N,08/24/2020,78758,4,NA,N,NA
20105021456,IDENTITY THEFT,N,12/06/2008,78753,4,18.13,N,NA
2012340402,FAMILY DISTURBANCE/PARENTAL,N,02/03/2012,78617,2,NA,NA,NA
20155031801,RECKLESS DAMAGE,N,07/21/2015,78753,1,18.35,N,NA
20032610968,THEFT BY SHOPLIFTING,N,09/18/2003,78613,6,203.18,C,Theft
20103180976,VIOL CITY ORDINANCE - OTHER,N,11/14/2010,78724,1,22,N,NA
20073431869,FAMILY DISTURBANCE,N,12/09/2007,78759,10,25,NA,NA
20183610146,AUTO THEFT,N,12/27/2018,78745,3,24.03,N,Auto Theft
20055062858,IDENTITY THEFT,N,09/20/2004,78758,4,NA,NA,NA
20032131607,DAMAGE CITY PROP,N,08/01/2003,78723,4,21,NA,NA
20203280490,DISTURBANCE - OTHER,N,11/23/2020,78704,5,NA,N,NA
2003920361518,WARRANT ARREST NON TRAFFIC,N,02/05/2003,78757,7,15,N,NA
20171091191,ASSAULT BY THREAT,N,04/19/2017,78702,3,NA,N,NA
20215012432,BURGLARY OF VEH-NO SUSPECT/FU,N,03/28/2021,78704,9,13,N,Theft
2007661844,ASSAULT W/INJURY-FAM/DATE VIOL,Y,03/07/2007,78753,4,NA,C,NA
20135058831,CRED CARD ABUSE - OTHER,N,12/20/2013,78701,9,11,N,NA
20065053993,POSS CONTROLLED SUB/NARCOTIC,N,10/12/2006,78758,4,18.21,C,NA
20035011437,BURGLARY OF VEHICLE,N,09/13/2003,78727,6,17.85,NA,Theft
20075046441,THEFT,N,09/02/2007,78758,4,18.19,NA,Theft
20045021263,THEFT,N,05/06/2004,78705,9,5,NA,Theft
20055052888,THEFT,N,10/10/2005,78704,3,NA,NA,Theft
20052321435,ASSAULT W/INJURY-FAM/DATE VIOL,Y,08/20/2005,78745,2,24,NA,NA
20172241472,DWI,N,08/12/2017,78753,4,NA,C,NA
20105040477,CRED CARD ABUSE - OTHER,N,08/02/2010,78749,8,17.77,N,NA
20095042644,BURGLARY OF VEHICLE,N,07/29/2009,78703,10,NA,N,Theft
20215000497,BURGLARY OF VEHICLE,N,01/04/2021,78723,4,NA,N,Theft
20131681605,RUNAWAY CHILD,N,06/15/2013,78704,9,14.02,N,NA
20062652240,FELONY ENHANCEMENT/ASSLT W/INJ,Y,09/23/2006,78753,4,18,C,NA
20065009316,IDENTITY THEFT,N,02/08/2006,78746,8,19.1,NA,NA
20061690310,ASSAULT BY CONTACT FAM/DATING,Y,06/18/2006,78727,7,18.48,NA,NA
20035026283,THEFT,N,12/08/2003,78753,7,NA,NA,Theft
20045012251,SUSPICIOUS PERSON,N,03/15/2004,78726,6,17.14,NA,NA
20161820661,THEFT,N,06/30/2016,78703,10,16.02,N,Theft
20061102478,FAMILY DISTURBANCE,N,04/20/2006,78744,2,24.31,NA,NA
2003924207483,BURGLARY OF VEHICLE,N,02/21/2003,78723,1,21.12,N,Theft
2012390919,SEXUAL ASSAULT W/ OBJECT,N,02/08/2012,78617,2,24.33,N,Rape
20142352164,FAMILY DISTURBANCE,N,08/23/2014,78758,4,18.21,NA,NA
20041241617,PUBLIC INTOXICATION,N,05/03/2004,78727,7,NA,N,NA
20063071201,AGG ASSAULT WITH MOTOR VEH,N,11/03/2006,78758,4,18.2,O,Aggravated Assault
20062210076,WARRANT ARREST NON TRAFFIC,N,08/09/2006,78741,3,NA,C,NA
2016251890,POSSESSION OF MARIJUANA,N,01/25/2016,78753,4,18,C,NA
20123571094,THEFT,N,12/22/2012,78746,8,19.1,C,Theft
20182880333,POSSESSION OF MARIJUANA,N,10/15/2018,78719,2,9800,C,NA
20205015870,IDENTITY THEFT,N,12/01/2019,78723,9,3,N,NA
20075032236,VIOL OF PROTECTIVE ORDER,N,06/24/2007,NA,NA,1738,O,NA
20151921772,THEFT BY SHOPLIFTING,N,07/11/2015,78702,3,9,C,Theft
20113621606,POSSESSION OF MARIJUANA,N,12/28/2011,78744,2,24.19,C,NA
20205049976,CRIMINAL MISCHIEF,N,12/06/2020,78745,5,20,N,NA
20168000448,THEFT OF BICYCLE,N,01/29/2016,78704,5,13,N,Theft
2012770771,AUTO THEFT,N,03/17/2012,78758,7,18.44,N,Auto Theft
2014431886,DWI,N,02/12/2014,78703,10,16.02,C,NA
20075030671,THEFT,N,06/12/2007,78741,9,14,NA,Theft
20091990486,FAMILY DISTURBANCE,N,07/18/2009,78758,4,NA,NA,NA
20132000958,ASSAULT W/INJURY-FAM/DATE VIOL,N,07/19/2013,78722,9,3,O,NA
20192240286,AUTO THEFT,N,08/08/2019,78758,4,NA,N,Auto Theft
20202210004,CRIMINAL MISCHIEF,N,08/08/2020,78701,9,NA,N,NA
20112482170,PUBLIC INTOXICATION,N,09/05/2011,78702,3,9,C,NA
20101271096,VIOL CITY ORDINANCE - CURFEW,N,05/07/2010,78746,8,NA,NA,NA
20123510563,FEDERAL VIOL/OTHER,N,12/16/2012,78719,2,9800,N,NA
20032390425,CUSTODY ARREST TRAFFIC WARR,N,08/27/2003,78752,4,18.12,C,NA
2017941825,AUTO THEFT,N,04/04/2017,78758,4,NA,C,Auto Theft
20095059944,ASSAULT BY CONTACT,Y,01/01/2004,78744,2,24.31,N,NA
20103220906,ASSAULT W/INJURY-FAM/DATE VIOL,Y,11/18/2010,78724,1,22.01,C,NA
2018550279,FAMILY DISTURBANCE,N,02/24/2018,78758,4,NA,NA,NA
20051080927,VIOL CITY ORDINANCE - CURFEW,N,04/18/2005,78756,7,NA,N,NA
20105061170,CRIMINAL MISCHIEF,N,11/16/2010,78751,9,3.02,N,NA
20041551013,INTERFERENCE PUBLIC DUTIES,N,06/03/2004,78753,4,18.23,C,NA
20092450066,CUSTODY ARREST TRAFFIC WARR,N,09/02/2009,78704,5,13.03,C,NA
20131101994,DATING DISTURBANCE,N,04/20/2013,78744,2,24.11,NA,NA
20121940156,DRIVING WHILE INTOX / FELONY,N,07/12/2012,78704,9,14.02,C,NA
20135053548,THEFT OF BICYCLE,N,11/18/2013,78705,9,6,N,Theft
20041751098,PUBLIC INTOXICATION,N,06/23/2004,78701,9,11,C,NA
20081141478,THEFT,N,04/23/2008,78702,3,9,NA,Theft
20135013487,THEFT,N,03/29/2013,78704,5,19.01,N,Theft
20163141526,FAMILY DISTURBANCE,N,11/09/2016,78758,7,18.45,C,NA
20161191854,DOC FIGHTING,N,04/28/2016,78753,4,NA,N,NA
2003921531594,PAROLE VIOL,N,06/02/2003,78617,2,23.19,N,NA
2012840513,AGG ASSAULT FAM/DATE VIOLENCE,Y,03/24/2012,78741,3,NA,C,Aggravated Assault
20155026852,CRIMINAL MISCHIEF,N,06/22/2015,78704,3,23.08,N,NA
20032631402,HARASSMENT,N,09/20/2003,78745,3,24,O,NA
20135007167,THEFT OF AUTO PARTS,N,02/16/2013,78751,9,2.03,N,Theft
20102681365,VIOL CITY ORDINANCE - OTHER,N,09/25/2010,78746,8,19.17,C,NA
20035002478,CRIMINAL MISCHIEF,N,07/22/2003,78701,9,11,NA,NA
20055025354,THEFT,N,05/25/2005,78704,3,13.07,NA,Theft
20205002707,BURGLARY OF VEHICLE,N,01/20/2020,78704,5,NA,N,Theft
20181501645,POSS CONTROLLED SUB/NARCOTIC,N,05/30/2018,78741,3,23.12,C,NA
20095003573,BURGLARY OF VEHICLE,N,01/20/2009,78752,4,15,N,Theft
2020141474,BURGLARY OF RESIDENCE,N,01/14/2020,78741,9,NA,N,Burglary
20032381617,CRIMINAL MISCHIEF,N,08/26/2003,78753,4,18.23,N,NA
20122511035,THEFT BY SHOPLIFTING,N,09/07/2012,78702,3,9,C,Theft
20041060181,PUBLIC INTOXICATION,N,04/15/2004,78701,9,11,C,NA
20125004515,THEFT,N,01/30/2012,78705,10,2,N,Theft
20122781152,FAMILY DISTURBANCE,N,10/04/2012,78723,1,NA,N,NA
2003924020075,THEFT FROM BUILDING,N,01/26/2003,78745,NA,1712,N,Theft
20151110301,WARRANT ARREST NON TRAFFIC,N,04/21/2015,78704,5,NA,C,NA
20161891221,ASSAULT W/INJURY-FAM/DATE VIOL,Y,07/07/2016,78744,2,NA,C,NA
20093491861,THEFT,N,12/15/2009,78704,5,20.05,N,Theft
20063480425,FAMILY DISTURBANCE,N,12/14/2006,78744,2,NA,N,NA
2012441687,WARRANT ARREST NON TRAFFIC,N,02/13/2012,78753,4,NA,C,NA
2014800485,DISTURBANCE - OTHER,N,03/21/2014,78704,5,13.03,NA,NA
20168001888,THEFT,N,03/11/2016,78758,4,18.2,N,Theft
2017330134,FELONY ENHANCEMENT/ASSLT W/INJ,Y,02/02/2017,78701,9,11,C,NA
20181971399,BURGLARY OF RESIDENCE,N,07/16/2018,78723,1,21.12,N,Burglary
20182331025,ASSAULT BY CONTACT FAM/DATING,Y,08/21/2018,78721,3,NA,N,NA
20131000481,VIOL CITY ORDINANCE - OTHER,N,04/10/2013,78701,9,11,NA,NA
20065031268,THEFT OF BICYCLE,N,06/15/2006,78705,9,NA,C,Theft
20051410955,HARASSMENT,N,05/21/2005,78757,7,15,NA,NA
20081230215,PUBLIC INTOXICATION,N,05/02/2008,78758,4,NA,C,NA
2007380812,ASSAULT BY THREAT,N,02/07/2007,78741,3,23.17,NA,NA
20162191393,CUSTODY ARREST TRAFFIC WARR,N,08/06/2016,78721,1,21.1,C,NA
20191930583,POSSESSION OF MARIJUANA,N,07/12/2019,78723,1,21.12,C,NA
20061870349,BURGLARY OF RESIDENCE,N,07/06/2006,78704,5,20.04,NA,Burglary
20081220898,THEFT,N,05/01/2008,78753,4,NA,C,Theft
2016101268,DWI,N,01/10/2016,78703,10,NA,C,NA
20041491736,PUBLIC INTOXICATION,N,05/28/2004,78744,2,NA,NA,NA
20182471735,THEFT,N,09/04/2018,78741,3,NA,N,Theft
20125048834,RUNAWAY CHILD,N,10/31/2012,78723,9,3,N,NA
20035005823,HARASSMENT,N,08/12/2003,78745,5,17.13,NA,NA
2014611143,AGG ROBBERY/DEADLY WEAPON,N,03/02/2014,78757,7,18.18,N,Robbery
20152480504,EVADING / VEHICLE PURSUIT,N,09/05/2015,78753,4,18.13,C,NA
20052441544,THEFT,N,09/01/2005,78759,10,17.55,C,Theft
20118000431,ASSAULT BY THREAT,N,05/23/2011,78758,4,NA,N,NA
20205004303,BURGLARY OF VEHICLE,N,01/29/2020,78752,4,18,N,Theft
20205029074,HARASSMENT,Y,07/10/2020,78759,7,18.29,N,NA
20115037718,FORGERY AND PASSING,N,08/04/2011,78750,6,NA,N,NA
2007241105,FORGERY - OTHER,N,01/24/2007,78721,1,NA,NA,NA
2005300937,RUNAWAY CHILD,N,01/30/2005,78702,3,9,N,NA
20135016944,BURGLARY OF VEHICLE,N,04/20/2013,78731,10,17.19,N,Theft
20043470239,PUBLIC INTOXICATION,N,12/12/2004,78701,9,11,C,NA
20152701349,DISTURBANCE - OTHER,N,09/27/2015,78702,3,9,N,NA
20193261674,VIOL OF PROTECTIVE ORDER,N,11/22/2019,78758,7,18.44,C,NA
20163210202,DATING DISTURBANCE,N,11/16/2016,78745,3,13,NA,NA
20165048614,PROSTITUTION,N,11/23/2016,78721,1,21.1,NA,NA
20145017914,RUNAWAY CHILD,N,04/18/2014,78745,5,NA,N,NA
2010840006,DWI,N,03/25/2010,78745,2,NA,C,NA
20033390582,SUSPICIOUS PERSON,N,12/05/2003,78749,8,17.49,NA,NA
20115025368,BURGLARY OF VEHICLE,N,05/21/2011,78726,6,17.14,N,Theft
20052620691,CUSTODY ARREST TRAFFIC WARR,N,09/19/2005,78705,9,6,C,NA
2016310511,AGG ASLT ENHANC STRANGL/SUFFOC,Y,01/31/2016,78751,4,21.05,N,Aggravated Assault
20105044963,BURGLARY OF VEHICLE,N,08/24/2010,78717,6,203.11,N,Theft
20202921463,CHILD CUSTODY INTERFERE,N,10/18/2020,78744,2,NA,N,NA
20193120561,ASSAULT W/INJURY-FAM/DATE VIOL,Y,11/08/2019,78745,2,NA,C,NA
20055035520,TRAFFICKING OF PERSONS,N,07/19/2005,78748,2,NA,O,NA
20063210667,POSS CONTROLLED SUB/OTHER,N,11/17/2006,78753,4,NA,C,NA
20051111934,WARRANT ARREST NON TRAFFIC,N,04/21/2005,78702,1,8.03,C,NA
20113401935,POSS CONTROLLED SUB/SYN NARC,N,12/06/2011,78753,4,18,C,NA
20153500784,FAMILY DISTURBANCE,N,12/16/2015,78744,2,NA,N,NA
20165034293,BURGLARY OF VEHICLE,N,08/19/2016,78702,3,NA,N,Theft
20041221825,FAMILY DISTURBANCE,N,05/01/2004,78739,8,17.7,NA,NA
20143021229,BURGLARY OF RESIDENCE,N,10/29/2014,78704,9,23,C,Burglary
20095020668,HARASSMENT,N,03/27/2009,78745,5,NA,N,NA
20203420948,THEFT FROM PERSON,N,12/07/2020,78748,5,17.48,N,Theft
20152371831,ASSAULT W/INJURY-FAM/DATE VIOL,Y,08/25/2015,78722,9,NA,O,NA
2019630961,CUSTODY ARREST TRAFFIC WARR,N,03/04/2019,78753,7,18.39,C,NA
20085011242,BURGLARY OF VEHICLE,N,03/03/2008,78704,5,20.05,NA,Theft
20175001500,CRIMINAL MISCHIEF,N,01/11/2017,78704,9,13,N,NA
20141730300,DWI,N,06/22/2014,78701,9,11,C,NA
20051971734,RUNAWAY CHILD,N,07/16/2005,78744,2,NA,N,NA
2008380426,AGG KIDNAPPING,Y,02/07/2008,78753,1,18.35,N,NA
20053540078,PUBLIC INTOXICATION,N,12/20/2005,78721,3,21.1,C,NA
20042682093,PUBLIC INTOXICATION,N,09/24/2004,78702,1,NA,C,NA
20191060180,POSSESSION OF MARIJUANA,N,04/16/2019,78705,10,2,NA,NA
20042000333,ASSAULT WITH INJURY,N,07/18/2004,78751,4,21,NA,NA
20145045035,BURGLARY OF VEHICLE,N,10/09/2014,78759,10,17.56,N,Theft
2017241296,FAMILY DISTURBANCE,N,01/24/2017,78729,6,NA,N,NA
20075020318,THEFT,N,04/24/2007,78735,8,19.08,NA,Theft
20053301916,DISTURBANCE - OTHER,N,11/27/2005,78753,4,18.23,N,NA
20162120068,DWI,N,07/30/2016,78717,6,203.11,C,NA
20071640147,PUBLIC INTOXICATION,N,06/13/2007,78741,3,23.15,C,NA
20165043987,ASSAULT BY CONTACT,N,10/23/2016,78751,9,2,N,NA
20185039360,FRAUD - OTHER,N,12/04/2016,78741,3,23.14,NA,NA
2010250961,DWI,N,01/25/2010,78702,3,NA,N,NA
20131970674,CRIMINAL TRESPASS,N,07/16/2013,78745,2,24.02,N,NA
20031901258,UNLAWFUL CARRYING WEAPON,N,07/09/2003,78741,3,23.04,C,NA
20062992168,DWI,N,10/26/2006,78726,6,17.14,C,NA
20155009087,THEFT FROM AUTO,N,03/03/2015,78748,2,NA,N,Theft
2007470167,LIQUOR LAW VIOLATION/OTHER,N,02/16/2007,78701,9,11,NA,NA
20131060393,INJURY TO CHILD (CARE/CUSTODY),Y,04/05/2013,78741,3,NA,N,NA
20195042072,DEBIT CARD ABUSE,N,10/10/2019,78757,7,15,N,NA
20122531625,AGG ROBBERY/DEADLY WEAPON,N,09/09/2012,78741,3,23.14,N,Robbery
20165004999,RUNAWAY CHILD,N,02/03/2016,78753,4,18.13,N,NA
2018701080,AUTO THEFT,N,03/11/2018,78757,7,18.17,N,Auto Theft
20193201849,POSS OF FIREARM BY FELON,N,11/16/2019,78704,5,NA,C,NA
20185023714,BURGLARY OF VEHICLE,N,06/22/2018,78723,4,21.04,N,Theft
2014430564,BURGLARY NON RESIDENCE,N,02/07/2014,78747,5,24.28,N,Burglary
20112370377,CUSTODY ARREST TRAFFIC WARR,N,08/25/2011,78744,2,24.27,C,NA
2018101098,HARASSMENT,Y,01/10/2018,78745,2,NA,N,NA
20151940578,BURGLARY OF RESIDENCE,N,07/13/2015,78724,1,22,N,Burglary
20055025333,BURGLARY OF VEHICLE,N,05/26/2005,78702,3,9,NA,Theft
2003924905223,BURGLARY OF RESIDENCE,N,05/28/2003,78702,3,9,N,Burglary
2021870485,FAMILY DISTURBANCE,N,03/28/2021,78752,4,18,N,NA
2007741881,AUTO THEFT,N,03/15/2007,78723,4,21,NA,Auto Theft
20062620215,POSS OF DRUG PARAPHERNALIA,N,09/19/2006,78748,5,24.21,NA,NA
20053291690,DWI,N,11/25/2005,78752,4,NA,C,NA
20185024445,THEFT,N,06/28/2018,78701,9,11,N,Theft
20115030610,IDENTITY THEFT,N,06/20/2011,78745,5,NA,N,NA
20135039320,THEFT FROM AUTO,N,08/27/2013,78701,9,11,N,Theft
20132761776,THEFT BY SHOPLIFTING,N,10/03/2013,78751,9,3,N,Theft
20043290814,ASSAULT BY CONTACT,N,11/24/2004,78745,3,20,O,NA
20202431125,AGG ASSAULT,N,08/30/2020,78753,4,NA,N,Aggravated Assault
20185022130,IDENTITY THEFT,N,12/06/2010,78758,7,18.5,N,NA
20132420138,DWI,N,08/30/2013,78704,9,13,C,NA
2011611432,POSSESSION OF MARIJUANA,N,03/02/2011,78744,2,24.27,NA,NA
2014811376,BURGLARY OF VEHICLE,N,03/22/2014,78759,10,NA,N,Theft
200881320768,BURGLARY OF RESIDENCE,N,05/10/2008,78704,5,13.04,NA,Burglary
2008461092,PUBLIC INTOXICATION,N,02/15/2008,78741,3,23,C,NA
20141041275,BURGLARY OF RESIDENCE,N,04/14/2014,78745,3,20.03,N,Burglary
20208003350,BURGLARY OF RESIDENCE,N,07/31/2020,78704,5,NA,N,Burglary
20075008977,HARASSMENT,N,02/22/2007,78744,2,24.27,NA,NA
2014110128,POSS OF DRUG PARAPHERNALIA,N,01/11/2014,78745,2,NA,C,NA
20075050355,BURGLARY OF VEHICLE,N,09/22/2007,78745,2,24.22,NA,Theft
20092301497,POSS OF DRUG PARAPHERNALIA,N,08/18/2009,78759,7,17.53,NA,NA
20191080682,FAMILY DISTURBANCE,N,04/18/2019,78753,7,18.39,NA,NA
20172840794,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,N,09/11/2017,78751,9,NA,N,Burglary
20062181992,CRIMINAL MISCHIEF,N,08/06/2006,78757,7,NA,NA,NA
201481527,FAMILY DISTURBANCE,N,01/08/2014,78705,9,2.04,NA,NA
20152080456,ASSAULT WITH INJURY,N,07/27/2015,78704,3,NA,N,NA
2010111963,FAMILY DISTURBANCE,N,01/11/2010,78752,4,18.11,N,NA
20195052262,HARASSMENT,N,12/22/2019,78745,5,NA,N,NA
20131830429,ASSAULT WITH INJURY,N,07/02/2013,78751,9,2.03,N,NA
20081592116,PUBLIC INTOXICATION,N,06/07/2008,78703,9,16,C,NA
20075066496,CRIMINAL MISCHIEF,N,12/16/2007,78744,2,NA,NA,NA
20045055734,STATUTORY RAPE OF CHILD,N,11/17/2004,78723,4,21,O,NA
2019820577,FAMILY DISTURBANCE,N,03/23/2019,78758,7,18.49,N,NA
20085060152,CRIMINAL MISCHIEF,N,11/10/2008,78751,9,3.02,N,NA
20075025385,BURGLARY OF VEHICLE,N,05/21/2007,78754,1,NA,NA,Theft
20115036275,CRED CARD ABUSE - OTHER,N,07/30/2011,78724,NA,22.01,N,NA
20151151661,CRIMINAL TRESPASS,N,04/25/2015,78756,7,2.06,N,NA
20105002334,THEFT OF AUTO PARTS,N,01/15/2010,78753,4,NA,N,Theft
20141541589,BURGLARY OF RESIDENCE,N,06/01/2014,78741,3,23.07,NA,Burglary
20031921959,FAMILY DISTURBANCE,N,07/11/2003,78745,5,17.29,N,NA
2012131121,VOCO - ALCOHOL  CONSUMPTION,N,01/13/2012,78702,3,NA,C,NA
2003924432361,BURGLARY OF VEHICLE,N,04/06/2003,78751,9,3.02,N,Theft
20091812159,THEFT,N,06/30/2009,78753,7,18.48,C,Theft
20093111460,DISTURBANCE - OTHER,N,11/07/2009,78723,4,21,NA,NA
2008620875,CRIMINAL TRESPASS,N,03/02/2008,78758,4,NA,NA,NA
20142841565,BURGLARY NON RESIDENCE,N,10/11/2014,78758,7,NA,N,Burglary
20181551005,ASSAULT  CONTACT-SEXUAL NATURE,N,05/30/2018,78751,9,NA,N,NA
20203321244,CRIMINAL TRESPASS,N,11/27/2020,78724,1,NA,C,NA
20055062445,CRIMINAL MISCHIEF,N,10/15/2005,78727,7,18.48,NA,NA
20045044256,BURGLARY OF VEHICLE,N,09/14/2004,78723,1,21,NA,Theft
20032690808,CRIMINAL TRESPASS,N,09/26/2003,78753,4,18.33,NA,NA
20063280155,ASSAULT W/INJURY-FAM/DATE VIOL,Y,11/24/2006,78745,2,24,C,NA
20045050100,THEFT,N,10/16/2004,78746,8,19.1,NA,Theft
2010111024,THEFT OF TRAILER,N,01/11/2010,78758,4,18.21,N,Theft
20065044033,DEBIT CARD ABUSE,N,08/04/2006,78735,NA,1750,NA,NA
20065063318,BURGLARY OF VEHICLE,N,12/01/2006,78756,7,NA,NA,Theft
